"ID","Browsable","Title","CollectionID","CollectionContentID","Identifier","Scope","PhysicalDescription","Date","Publisher","Contributor","RightsStatement","ContentURL","HyperlinkURL"
"77060","1","Ketumile Masire event","2878","95499","20120821_publicationsphotos2005/data/originals/051004_Masire","Ketumile Masire, the former President of Botswana, visits Carleton and the Twin Cities.  Speeches and reception at The Minnesota Club along with Carleton President Emeritus Stephen R. Lewis Jr.  At a public address in the Concert Hall, Masire shares his experiences in democracy building, establishing open multi-party government and contributing to regional stability through conflict resolution (not pictured).",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/051004_Masire","0"
"77059","1","Wind Turbine, #1","2878","95498","20120821_publicationsphotos2005/data/originals/050923_Turbine","Carleton Wind Turbine.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050923_Turbine","0"
"77058","1","Green roof","2878","95497","20120821_publicationsphotos2005/data/originals/050715_GreenRoof","Green roof on top of Olin Hall.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050715_GreenRoof","0"
"77057","1","Huntington House","2878","95496","20120821_publicationsphotos2005/data/originals/050709_Huntington","Campus Houses, Exhibitions through Photography: Huntington House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050709_Huntington","0"
"77056","1","Chaney House","2878","95495","20120821_publicationsphotos2005/data/originals/050709_Chaney","Campus Houses, Exhibitions through Photography: Chaney House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050709_Chaney","0"
"77055","1","Headley House","2878","95494","20120821_publicationsphotos2005/data/originals/050708_Headley","Campus Houses, Exhibitions through Photography: Headley House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050708_Headley","0"
"77054","1","Farm House","2878","95493","20120821_publicationsphotos2005/data/originals/050708_Farm","Campus Houses, Exhibitions through Photography: Farm House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050708_Farm","0"
"77053","1","Dacie Moses House","2878","95492","20120821_publicationsphotos2005/data/originals/050708_Dacie","Campus Houses, Exhibitions through Photography: Dacie Moses House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050708_Dacie","0"
"77052","1","Bird House","2878","95491","20120821_publicationsphotos2005/data/originals/050708_Bird","Campus Houses, Exhibitions through Photography: Bird House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050708_Bird","0"
"77051","1","Steam Tunnels","2878","95490","20120821_publicationsphotos2005/data/originals/050707_Tunnels","Exploring the Carleton Tunnels.  Photographs of graffiti, maintenance work, and abandoned miscellany.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050707_Tunnels","0"
"77050","1","Summer Math Program","2878","95489","20120821_publicationsphotos2005/data/originals/050707_SummerMath","Summer Math Program for Women Undergraduates. Led by mathematics professor Deanna Haunsperger, 19 undergraduate women study advanced topics in mathematics, including Morse Theory, Knot Theory, and Topology at Leighton Hall and the Center for Mathematics and Computing.  In its 10th year, the program aims to bridge the gender gap in mathematics and is funded by the National Science Foundation.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050707_SummerMath","0"
"77049","1","Williams House","2878","95488","20120821_publicationsphotos2005/data/originals/050706_Williams","Campus Houses, Exhibitions through Photography: Williams House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050706_Williams","0"
"77048","1","Summer Math Program","2878","95487","20120821_publicationsphotos2005/data/originals/050706_SummerMath","Summer Math Program for Women Undergraduates. Led by mathematics professor Deanna Haunsperger, 19 undergraduate women study advanced topics in mathematics, including Morse Theory, Knot Theory, and Topology at Leighton Hall and the Center for Mathematics and Computing.  In its 10th year, the program aims to bridge the gender gap in mathematics and is funded by the National Science Foundation.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050706_SummerMath","0"
"77047","1","Dacie Moses House","2878","95486","20120821_publicationsphotos2005/data/originals/050706_Dacie","Campus Houses, Exhibitions through Photography: Dacie Moses House at night.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050706_Dacie","0"
"77046","1","Hall House","2878","95485","20120821_publicationsphotos2005/data/originals/050705_Hall","Campus Houses, Exhibitions through Photography: Hall House.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050705_Hall","0"
"77045","1","Summer Math Program","2878","95484","20120821_publicationsphotos2005/data/originals/050630_SummerMath","Summer Math Program for Women Undergraduates. Led by mathematics professor Deanna Haunsperger, 19 undergraduate women study advanced topics in mathematics, including Morse Theory, Knot Theory, and Topology at Leighton Hall and the Center for Mathematics and Computing.  In its 10th year, the program aims to bridge the gender gap in mathematics and is funded by the National Science Foundation.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050630_SummerMath","0"
"77044","1","Reunion, day 4","2878","95483","20120821_publicationsphotos2005/data/originals/050619_Reunion","Reunion week photographs featuring Carleton Alums, their families, and student volunteers at a variety of events.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050619_Reunion","0"
"77043","1","Reunion, day 3","2878","95482","20120821_publicationsphotos2005/data/originals/050618_Reunion","Reunion week photographs featuring Carleton Alums, their families, and student volunteers at a variety of events.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050618_Reunion","0"
"77042","1","Reunion, day 2","2878","95481","20120821_publicationsphotos2005/data/originals/050617_Reunion","Reunion week photographs featuring Carleton Alums, their families, and student volunteers at a variety of events.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050617_Reunion","0"
"77041","1","Reunion, day 1","2878","95480","20120821_publicationsphotos2005/data/originals/050616_Reunion","Reunion week photographs featuring Carleton Alums, their families, and student volunteers at a variety of events.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050616_Reunion","0"
"77040","1","Commencement","2878","95479","20120821_publicationsphotos2005/data/originals/050610_Commencement","Class of 2005 Commencement and Graduation.  Students, family, and faculty pictured at ceremonies and activities throughout campus.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050610_Commencement","0"
"77039","1","Placing Identity class","2878","95478","20120821_publicationsphotos2005/data/originals/050531_PlacingIdentity","Placing American Identities class meeting in Leighton hall, taught by Educational Studies professor Deborah Appleman and English / American Studies professor Adriana Estill.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050531_PlacingIdentity","0"
"77038","1","Elizabeth Gray","2878","95477","20120821_publicationsphotos2005/data/originals/050526_ElizabethGray","Shades of Gray, a chronicle of student Elizabeth Gray's academic and personal journey through Carleton College. Animal Psychology students experiment with Pigeons in Olin Hall.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050526_ElizabethGray","0"
"77037","1","Madrigal Feast","2878","95476","20120821_publicationsphotos2005/data/originals/050521_MadrigalFeast","Madrigal Feast in Severance Great Hall, a 20th century re-creation of the grand feasts held in royal mansions during England’s Renaissance period.  Food, music, humor, and dance.  Run by professor of music and choral director Lawrence Burnett.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050521_MadrigalFeast","0"
"77036","1","Accidentals a capella group","2878","95475","20120821_publicationsphotos2005/data/originals/050521_Accidentals","Accidentals, student a capella group Spring performance in the Music and Drama center.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050521_Accidentals","0"
"77035","1","Special Olympics","2878","95474","20120821_publicationsphotos2005/data/originals/050520_SpecialOlympics","Special Olympics event on football field in front of Laird Stadium.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050520_SpecialOlympics","0"
"77034","1","Green roof","2878","95473","20120821_publicationsphotos2005/data/originals/050514_GreenRoof","Green roof on top of Olin Hall.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050514_GreenRoof","0"
"77033","1","Special Collections class","2878","95472","20120821_publicationsphotos2005/data/originals/050511_SpecialCollections","Classroom work in Special Collections run by Roger Paas.",NULL,"2005",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050511_SpecialCollections","0"
"77032","1","Whoa!","2878","95471","20120821_publicationsphotos2005/data/originals/050416_Whoa!","Dance performance in the Concert Hall by Whoa!, a student run dance company.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050416_Whoa!","0"
"77031","1","Elizabeth Gray","2878","95470","20120821_publicationsphotos2005/data/originals/050228_ElizabethGray","Shades of Gray, a chronicle of student Elizabeth Gray's academic and personal journey through Carleton College.  Volunteering: reading and playing with a child.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050228_ElizabethGray","0"
"77030","1","Cricket","2878","95469","20120821_publicationsphotos2005/data/originals/050226_Cricket","Students practicing and playing cricket in the Recreation Center.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050226_Cricket","0"
"77029","1","Curry Night","2878","95468","20120821_publicationsphotos2005/data/originals/050225_CurryNight","Students cooking and eating curry together at Stimsom house.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050225_CurryNight","0"
"77028","1","Elizabeth Gray","2878","95467","20120821_publicationsphotos2005/data/originals/050222_ElizabethGray","Shades of Gray, a chronicle of student Elizabeth Gray's academic and personal journey through Carleton College.  Psychology students and professors working in Olin Hall computer lab.",,"2005",,,,"https://archivedb.carleton.edu/files/20120821_publicationsphotos2005/data/dips/050222_ElizabethGray","0"
"77027","1","Biographical file: Holmberg, Esther Christina","0","0","20120820_holmberg/data/originals/bio",NULL,NULL,"ca. 1953-1956",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120820_holmberg/data/dips/bio","1"
"76856","1","Galovich, Steve. Assoc. Dean of the College and Prof. of Mathematics","2809","76129","20120719_OralHistories1991_1996/data/originals/76129","For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76129","1"
"76857","1","Kolderie, Ted & Helen (Gillespie)","2809","76079","20120719_OralHistories1991_1996/data/originals/76079","Both Class of 1926 (Class Sec./Corr.); former Alumni Bd. Vice Pres. (Ted).  For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76079","1"
"76858","1","Hulings, Bill & Mary Elizabeth (Anderson)","2809","76075","20120719_OralHistories1991_1996/data/originals/76075","Both Class of 1936; Trustee Emeritus (Bill); former Trustee (Betty); former Alumni Bd. Dir. (Betty). For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76075","1"
"76859","0","Charlotte Mary Dodds Dunham, Peter E. Holm, Charlotte Goetz Thomas, Fay Nelson W [...]","2809","76136","20120719_OralHistories1991_1996/data/originals/76136","Full Title: Charlotte Mary Dodds Dunham, Peter E. Holm, Charlotte Goetz Thomas, Fay Nelson Wuehrmann, William P. Wuehrmann  For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76136","1"
"76860","1","Brauer, Lillian C. Class of 1917; missionary to Turkey","2809","76158","20120719_OralHistories1991_1996/data/originals/76158","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76158","1"
"76861","1","Bryn-Jones, Marian (Adams).  Class of 1923","2809","76089","20120719_OralHistories1991_1996/data/originals/76089","Class of 1923; former College Librarian; married to former Prof. David Bryn-Jones  For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76089","1"
"76862","1","Rockne, Irene Anderson.  Class of 1924 (Class Correspondent)","2809","76059","20120719_OralHistories1991_1996/data/originals/76059","For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76059","1"
"76863","1","Johns, Helen (Farrankop).  Class of 1925","2809","76057","20120719_OralHistories1991_1996/data/originals/76057","For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76057","1"
"76864","1","Frame, Minnie (Errington).  Class of 1926","2809","76062","20120719_OralHistories1991_1996/data/originals/76062","For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76062","1"
"76865","1","Norton, Holland P.  Class of 1926 (Class Correspondent)","2809","76163","20120719_OralHistories1991_1996/data/originals/76163","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76163","1"
"76866","1","Nason, John W.  Class of 1926","2809","76061","20120719_OralHistories1991_1996/data/originals/76061","Class President; former Carleton President.  For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76061","1"
"76867","1","Hunt, Sarah Beach.  Class of 1926","2809","76165","20120719_OralHistories1991_1996/data/originals/76165","Carleton-in-China Rep.  For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76165","1"
"76868","1","Robinson, Homer.  Class of 1927","2809","76055","20120719_OralHistories1991_1996/data/originals/76055","Class of 1927; former employee; lived nearly his whole life a block from Carleton. For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76055","1"
"76869","1","Lagervall, Leone (Kramer).  Class of 1928","2809","76060","20120719_OralHistories1991_1996/data/originals/76060","For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76060","1"
"76870","1","Chi, Emily (Exner).  Class of 1928","2809","76085","20120719_OralHistories1991_1996/data/originals/76085","Daughter of former Prof. Franz Exner.  For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76085","1"
"76871","1","Shackel, M. Leith.  Class of 1929","2809","76081","20120719_OralHistories1991_1996/data/originals/76081","Class of 1929 (Class President); former Dir. of Placement Service/Career Consulting; former Dean of Women  For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76081","1"
"76872","1","Bean, Atherton.  Class of 1931","2809","76058","20120719_OralHistories1991_1996/data/originals/76058","Class of 1931; Trustee (former Board Secretary, Vice-chair, and Chair); former CSA President; former Alumni Assoc. Pres.  For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76058","1"
"76873","1","Bean, Atherton.  Class of 1931","2809","76141","20120719_OralHistories1991_1996/data/originals/76141","Class of 1931; Trustee (former Board Secretary, Vice-chair, and Chair); former CSA President; former Alumni Assoc. Pres. For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76141","1"
"76874","1","Sharp, Jean Todd.  Class of 1935.","2809","76168","20120719_OralHistories1991_1996/data/originals/76168","Former CSA President (first female).  For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76168","1"
"76875","1","Ross, Marjorie (Williams).  Class of 1936","2809","76063","20120719_OralHistories1991_1996/data/originals/76063","For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76063","1"
"76876","1","Millen, Jane.  Class of 1936; former Alumni Bd. Dir.","2809","76160","20120719_OralHistories1991_1996/data/originals/76160","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76160","1"
"76877","1","Miller, Arild J.  Class of 1939; former Prof. of Chemistry; Alumni Bd. Dir.","2809","76159","20120719_OralHistories1991_1996/data/originals/76159","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76159","1"
"76878","1","Cole, George S.  Class of 1940","2809","76088","20120719_OralHistories1991_1996/data/originals/76088","For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76088","1"
"76879","1","Caton, John R.  Class of 1940; Carleton-in-China Rep.","2809","76046","20120719_OralHistories1991_1996/data/originals/76046","For additional information, see collection info linked to in this record.",,"1991",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76046","1"
"76880","1","Obaid, Antonio H.  Class of 1941.","2809","76065","20120719_OralHistories1991_1996/data/originals/76065","Emeritus Prof. of Spanish; former Alumni Bd. Dir.  For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76065","1"
"76881","1","Andrews, Jane.  Class of 1941.","2809","76172","20120719_OralHistories1991_1996/data/originals/76172","Class of 1941; former Dir. of Placement Service and Financial Aid, and other staff positions; former Alumni Bd. Sec.  For additional information, see collection info linked to in this record.",NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76172","1"
"76882","1","Obaid, Dorothy Peterson.  Class of 1942.","2809","76162","20120719_OralHistories1991_1996/data/originals/76162","Class of 1942; Former Secretary in the Office of the President and to the Board of Trustees; former Carleton Voice Editor  For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76162","1"
"76883","1","Ferry, Frank.  Class of 1943; of the Sayles-Hill family","2809","76169","20120719_OralHistories1991_1996/data/originals/76169","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76169","1"
"76884","1","Pye, Lucian W.  Class of 1944; son of Carleton China Mission founders","2809","76138","20120719_OralHistories1991_1996/data/originals/76138","For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76138","1"
"76885","0","Class of 1945 in 1995. Group #1","2809","76173","20120719_OralHistories1991_1996/data/originals/76173","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76173","1"
"76886","0","Class of 1945 in 1995. Group #2","2809","76174","20120719_OralHistories1991_1996/data/originals/76174","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76174","1"
"76887","1","Cross, Charles T.  Class of 1947","2809","76131","20120719_OralHistories1991_1996/data/originals/76131","Class of 1947; former Vis. Prof. of Political Science; as son of Rowland Cross, grew up in China  For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76131","1"
"76888","0","Thurnblad, Jack M.  Class of 1949","2809","76066","20120719_OralHistories1991_1996/data/originals/76066","Class of 1949; Emeritus Prof. of Physical Education/Men; former athletic teams coach. For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76066","1"
"76889","1","Morgan, Thomas B.  Class of 1949; Trustee; former 'Carletonian' Chief Editor","2809","76183","20120719_OralHistories1991_1996/data/originals/76183","For additional information, see collection info linked to in this record.",NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76183","1"
"76890","1","Alexander, Judd H.  Class of 1949; Trustee; former Alumni Board. Director.","2809","76133","20120719_OralHistories1991_1996/data/originals/76133","For additional information, see collection info linked to in this record.",NULL,"1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76133","1"
"76891","0","Will, Robert E.  Class of 1950.","2809","76110","20120719_OralHistories1991_1996/data/originals/76110","Class of 1950; Emeritus Prof. of Economics; former Asst. Dean of the College; former Dir. of International Studies. For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,"No online access until 1/1/2023, contact archives for access","https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76110","1"
"76892","1","Wright, Frank I.  Class of 1950.","2809","76070","20120719_OralHistories1991_1996/data/originals/76070","Class of 1950; Secr. to the Investment Committee of the Board of Trustees; Treasurer Emeritus. For additional information, see collection info linked to in this record.",NULL,"1992",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76070","1"
"76893","1","Clark, W. Hartley.  Class of 1952; Emeritus Prof. of International Relations","2809","76148","20120719_OralHistories1991_1996/data/originals/76148","For additional information, see collection info linked to in this record.",NULL,"1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76148","1"
"76894","1","Hughes, Joyce A.  Class of 1961; former Trustee","2809","76171","20120719_OralHistories1991_1996/data/originals/76171","For additional information, see collection info linked to in this record.",NULL,"1995",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76171","1"
"76895","0","Arnold, Clark; and Ardith (Probst) Arnold.  Class of 1962","2809","76179","20120719_OralHistories1991_1996/data/originals/76179","Class of 1962; close friends of Larry Gould; former Alumni Bd. Dir. (Clark).  For additional information, see collection info linked to in this record.",NULL,"1995; 1996",NULL,NULL,"Contact Archives for access","https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76179","1"
"76896","1","Young, Carl 'Imiola.  Class of 1964; 'Freedom Summer' participant","2809","76137","20120719_OralHistories1991_1996/data/originals/76137","For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76137","1"
"76897","1","Oldfather, Felicia.  Class of 1964; former CSA President","2809","76084","20120719_OralHistories1991_1996/data/originals/76084","For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76084","1"
"76898","0","Brosi, George R.  Class of 1965; prominent as student activist","2809","76164","20120719_OralHistories1991_1996/data/originals/76164","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76164","1"
"76899","1","Frangquist, David & Deborah (Gavrin).  Class of 1966 and 1967","2809","76119","20120719_OralHistories1991_1996/data/originals/76119","Carleton Druids; former Alumni Bd. Dir. (Deborah).  For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76119","1"
"76900","1","Cascorbi, Alice M.  Class of 1988; Carleton Druid","2809","76118","20120719_OralHistories1991_1996/data/originals/76118","For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76118","1"
"76901","1","Keyes, Eben Wight, II.  Descendant of William Carleton","2809","76067","20120719_OralHistories1991_1996/data/originals/76067","For additional information, see collection info linked to in this record.",,"1992",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76067","1"
"76902","1","Schier, Donald S.  Emeritus Andrew W. Mellon Prof. of the Humanities","2809","76086","20120719_OralHistories1991_1996/data/originals/76086","For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76086","1"
"76903","1","Fjelstad, Ralph S.","2809","76080","20120719_OralHistories1991_1996/data/originals/76080","Emeritus Dorothy H. and Edward C. Congdon Prof. of Political Science.  For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76080","1"
"76904","0","Ramette, Richard W.  Emeritus Laurence M. Gould Prof. of Chemistry","2809","76076","20120719_OralHistories1991_1996/data/originals/76076","For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76076","1"
"76905","1","Jacobson, Ray.  Emeritus Prof. of Art","2809","76146","20120719_OralHistories1991_1996/data/originals/76146","For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76146","1"
"76906","1","Mathews, Robert T.  Emeritus Prof. of Astronomy","2809","76182","20120719_OralHistories1991_1996/data/originals/76182","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76182","1"
"76907","1","Harrison, Ada M.  Emeritus Prof. of Economics","2809","76082","20120719_OralHistories1991_1996/data/originals/76082","For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76082","1"
"76908","1","Henrickson, Eiler.  Emeritus Prof. of Geology","2809","76181","20120719_OralHistories1991_1996/data/originals/76181","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76181","1"
"76909","1","Woehrlin, William F.  Emeritus Prof. of History","2809","76121","20120719_OralHistories1991_1996/data/originals/76121","For additional information, see collection info linked to in this record.",NULL,"1993",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76121","1"
"76910","1","Dyer-Bennet, John.  Emeritus Prof. of Mathematics","2809","76151","20120719_OralHistories1991_1996/data/originals/76151","For additional information, see collection info linked to in this record.",,"1994; 1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76151","1"
"76911","0","Schuster, Seymour 'Sy'.  Emeritus Prof. of Mathematics","2809","76155","20120719_OralHistories1991_1996/data/originals/76155","For additional information, see collection info linked to in this record.",,"1995",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76155","1"
"76912","1","Wegner, Kenneth.  Emeritus Prof. of Mathematics; former Registrar","2809","76077","20120719_OralHistories1991_1996/data/originals/76077","For additional information, see collection info linked to in this record.",,"1993",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76077","1"
"76913","1","Nelson, William and Mary G.  Emeritus Prof. of Music (both)","2809","76125","20120719_OralHistories1991_1996/data/originals/76125","For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76125","1"
"76914","1","Hansen, Eleanor.  Emeritus Prof. of Physical Education","2809","76145","20120719_OralHistories1991_1996/data/originals/76145","For additional information, see collection info linked to in this record.",NULL,"1994",NULL,NULL,NULL,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76145","1"
"76915","0","Lamb, Patricia","2809","76147","20120719_OralHistories1991_1996/data/originals/76147","Emeritus Prof. of Physical Education; former Dir. of Women's Athletics.  For additional information, see collection info linked to in this record.",,"1994",,,,"https://archivedb.carleton.edu/files/20120719_OralHistories1991_1996/data/dips/76147","1"
